order_id,customer_id,order_date,order_amount,order_status,payment_method,shipping_country,discount_applied
ORD00002109,CUST000165,2025-09-24,4879.86,Cancelled,Credit Card,Germany,15
ORD00002110,CUST001833,2025-10-30,1132.38,Cancelled,Bank Transfer,UK,10
ORD00002111,CUST000262,2025-09-16,409.36,Shipped,Debit Card,USA,25
ORD00002112,CUST001845,2025-09-24,1667.51,Shipped,PayPal,USA,20
ORD00002113,CUST001884,2026-01-22,74.48,Pending,PayPal,Spain,20
ORD00002114,CUST000404,2025-05-05,2933.84,Pending,Bank Transfer,Australia,15
ORD00002115,CUST001432,2025-04-09,974.73,Returned,Bank Transfer,Canada,5
ORD00002116,CUST001192,2025-11-12,1935.96,Pending,Credit Card,Canada,0
ORD00002117,CUST000538,2025-10-27,2002.28,Pending,Bank Transfer,Italy,10
ORD00002118,CUST000567,2025-03-19,3662.78,Cancelled,PayPal,France,5
ORD00002119,CUST001555,2025-10-28,3752.76,Delivered,PayPal,Canada,15
ORD00002120,CUST001447,2025-05-05,3230.7,Cancelled,Debit Card,Australia,5
ORD00002121,CUST000122,2025-08-01,604.35,Delivered,Bank Transfer,Australia,25
ORD00002122,CUST001171,2025-05-30,4313.38,Cancelled,Credit Card,Canada,0
ORD00002123,CUST001124,2025-07-07,3893.27,Cancelled,PayPal,France,10
ORD00002124,CUST001597,2026-01-30,3432.82,Cancelled,PayPal,Italy,15
ORD00002125,CUST000859,2025-07-05,1732.16,Returned,Credit Card,Germany,5
ORD00002126,CUST001553,2025-03-19,1960.8,Cancelled,Credit Card,Italy,15
ORD00002127,CUST001306,2025-09-01,4434.37,Delivered,Debit Card,Australia,15
ORD00002128,CUST000636,2025-06-11,3795.29,Shipped,PayPal,Germany,25
ORD00002129,CUST000841,2025-07-29,4081.43,Pending,Bank Transfer,Italy,5
ORD00002130,CUST000262,2025-05-30,3560.62,Pending,Debit Card,USA,15
ORD00002131,CUST000858,2025-09-23,1162.26,Delivered,Debit Card,Italy,20
ORD00002132,CUST000750,2025-03-12,3156.84,Cancelled,PayPal,Canada,5
ORD00002133,CUST000491,2025-09-04,2443.45,Shipped,Debit Card,Spain,10
ORD00002134,CUST000599,2026-01-06,1910.29,Delivered,Bank Transfer,UK,10
ORD00002135,CUST000520,2025-07-22,884.87,Shipped,PayPal,Spain,0
ORD00002136,CUST001956,2025-10-27,1738.13,Returned,Bank Transfer,Italy,20
ORD00002137,CUST001183,2025-10-15,3948.53,Cancelled,PayPal,Italy,10
ORD00002138,CUST000512,2025-03-21,3848.48,Delivered,PayPal,Spain,10
ORD00002139,CUST001013,2025-11-21,4709.77,Returned,Bank Transfer,Germany,10
ORD00002140,CUST000168,2025-09-29,3975.55,Cancelled,Credit Card,France,5
ORD00002141,CUST001857,2025-05-26,3082.01,Shipped,Debit Card,Italy,10
ORD00002142,CUST001494,2025-10-09,1921.74,Shipped,Bank Transfer,USA,25
ORD00002143,CUST000219,2026-02-07,1890.82,Cancelled,Bank Transfer,Canada,5
ORD00002144,CUST000852,2025-05-10,1007.23,Cancelled,PayPal,Canada,25
ORD00002145,CUST000484,2025-09-14,-50.54,Shipped,Credit Card,France,20
ORD00002146,CUST001428,2025-05-06,173.9,Shipped,Bank Transfer,Germany,25
ORD00002147,CUST000109,2025-07-17,3990.04,Shipped,Debit Card,Germany,20
ORD00002148,CUST001810,2025-03-01,4049.43,Delivered,Debit Card,Germany,0
ORD00002149,CUST000388,2025-03-23,861.05,Pending,Credit Card,Germany,0
ORD00002150,CUST000776,2026-01-21,4924.41,Cancelled,Debit Card,Germany,20
ORD00002151,CUST000142,2025-11-01,1080.78,Delivered,Credit Card,Australia,0
ORD00002152,CUST000414,2025-10-19,1447.39,Shipped,Bank Transfer,Canada,20
ORD00002153,CUST001190,2025-07-04,3642.89,Cancelled,Debit Card,Spain,0
ORD00002154,CUST001834,2025-08-31,4568.21,Cancelled,Credit Card,Italy,20
ORD00002155,CUST001781,2025-06-29,2026.37,Pending,Debit Card,UK,0
ORD00002156,CUST000722,2025-07-23,3192.58,Delivered,PayPal,Italy,25
ORD00002157,CUST001287,2025-10-26,4445.56,Cancelled,Credit Card,Spain,0
ORD00002158,CUST001264,2025-09-17,3224.94,Pending,Bank Transfer,Italy,10
ORD00002159,CUST000211,2025-04-10,3544.87,Shipped,PayPal,UK,5
ORD00002160,CUST001688,2025-07-14,490.22,Delivered,Bank Transfer,USA,10
ORD00002161,CUST001585,2026-01-24,4744.7,Shipped,PayPal,USA,0
ORD00002162,CUST000182,2025-10-04,71.14,Cancelled,PayPal,Spain,15
ORD00002163,CUST001976,2025-03-26,3900.02,Returned,Debit Card,UK,5
ORD00002164,CUST000301,2025-10-05,1935.58,Delivered,Bank Transfer,France,5
ORD00002165,CUST000827,2026-02-04,2354.36,Returned,Debit Card,France,5
ORD00002166,CUST000499,2025-04-18,590.73,Cancelled,PayPal,UK,5
ORD00002167,,2025-12-10,231.39,Returned,Bank Transfer,Spain,10
ORD00002168,CUST001309,2025-03-22,3161.4,Returned,Debit Card,France,15
ORD00002169,CUST001329,2025-11-21,2934.15,Pending,Credit Card,Canada,5
ORD00002170,CUST001168,2025-07-01,1045.46,Pending,Bank Transfer,Spain,20
ORD00002171,CUST000869,2025-03-19,1311.1,Delivered,Credit Card,UK,10
ORD00002172,CUST001907,2025-02-14,4536.01,Returned,Debit Card,Spain,0
ORD00002173,CUST000282,2025-12-18,2456.94,Returned,Bank Transfer,Canada,15
ORD00002174,CUST001558,2025-08-16,67.43,Returned,Credit Card,Italy,15
ORD00002175,CUST001846,2025-07-09,1508.28,Cancelled,PayPal,Germany,15
ORD00002176,CUST000832,2025-03-29,2541.77,Returned,Credit Card,Italy,25
ORD00002177,CUST000492,2025-10-27,1375.53,Pending,PayPal,Italy,0
ORD00002178,CUST000609,2025-05-18,2396.05,Delivered,Debit Card,Australia,15
ORD00002179,CUST000843,2025-11-13,3481.36,Returned,Credit Card,Italy,10
ORD00002180,CUST001916,2025-06-22,470.71,Cancelled,Debit Card,Spain,10
ORD00002181,CUST000250,2025-11-22,710.58,Shipped,Bank Transfer,USA,15
ORD00002182,CUST001297,2025-05-06,336.76,Delivered,PayPal,Italy,10
ORD00002183,CUST000285,2025-09-25,3672.25,Delivered,Credit Card,Italy,15
ORD00002184,CUST000879,2025-03-23,4263.81,Returned,PayPal,USA,15
ORD00002185,CUST000726,2025-02-27,4498.56,Pending,PayPal,UK,15
ORD00002186,CUST001120,2026-01-25,2624.4,Pending,PayPal,Spain,15
ORD00002187,CUST000889,2025-06-28,2830.11,Pending,Credit Card,Australia,25
ORD00002188,CUST000896,2025-07-09,3637.46,Delivered,PayPal,USA,0
ORD00002189,CUST000606,2025-07-27,817.15,Pending,Credit Card,Canada,0
ORD00002190,CUST001350,2026-01-23,2946.68,Cancelled,Debit Card,Spain,25
ORD00002191,CUST000314,2025-07-26,4076.7,Cancelled,Credit Card,Australia,20
ORD00002192,,2025-05-15,3436.85,Delivered,Debit Card,Australia,5
ORD00002193,CUST000890,2025-06-03,4111.1,Delivered,Bank Transfer,France,20
ORD00002194,CUST001064,2025-03-12,2742.67,Cancelled,Bank Transfer,Germany,0
ORD00002195,CUST000007,2025-06-07,237.58,Cancelled,PayPal,Australia,5
ORD00002196,CUST001101,2025-10-01,1652.5,Shipped,Credit Card,Germany,5
ORD00002197,CUST000877,2025-06-19,3709.98,Pending,Bank Transfer,UK,25
ORD00002198,CUST001531,2025-09-27,3074.52,Returned,Credit Card,UK,20
ORD00002199,CUST000264,2026-01-02,47.19,Delivered,Bank Transfer,UK,20
ORD00002200,CUST001054,2025-05-15,4096.67,Pending,Debit Card,Canada,20
ORD00002201,CUST000771,2025-06-06,1522.83,Shipped,Credit Card,Canada,0
ORD00002202,CUST001070,2025-03-10,4754.28,Pending,Credit Card,USA,25
ORD00002203,CUST000769,2025-12-21,2364.59,Returned,PayPal,France,20
ORD00002204,CUST000443,2026-01-10,1104.6,Cancelled,Credit Card,Australia,25
ORD00002205,CUST001055,2025-06-21,45.34,Pending,Credit Card,Australia,10
ORD00002206,CUST001716,2025-12-17,2033.73,Returned,PayPal,France,15
ORD00002207,CUST000315,2025-02-14,-15.39,Cancelled,Credit Card,USA,10
ORD00002208,CUST000033,2025-07-18,4643.41,Delivered,Credit Card,Australia,10
ORD00002209,CUST001151,2025-12-12,1294.73,Pending,Credit Card,France,15
ORD00002210,CUST001548,2025-05-09,3046.25,Pending,Bank Transfer,France,0
ORD00002211,CUST000395,2025-12-31,4436.4,Cancelled,Debit Card,Italy,25
ORD00002212,CUST001749,2025-07-16,3460.9,Cancelled,PayPal,USA,20
ORD00002213,CUST000780,2025-07-24,4361.93,Pending,Debit Card,Australia,10
ORD00002214,CUST000655,2025-03-03,2101.78,Pending,Debit Card,France,15
ORD00002215,CUST000834,2026-01-27,46.94,Pending,Debit Card,UK,10
ORD00002216,CUST001711,2026-02-02,1115.99,Returned,Bank Transfer,UK,0
ORD00002217,CUST000610,2025-04-21,514.45,Pending,Bank Transfer,France,15
ORD00002218,CUST000287,2025-08-03,1307.4,Shipped,Debit Card,UK,5
ORD00002219,CUST000839,2025-05-18,2314.83,Cancelled,Credit Card,Italy,0
ORD00002220,CUST000057,2026-01-26,4584.29,Delivered,Bank Transfer,Australia,10
ORD00002221,CUST001355,2025-09-03,481.72,Shipped,Bank Transfer,Canada,5
ORD00002222,CUST001138,2025-03-23,2338.14,Returned,Bank Transfer,Spain,15
ORD00002223,CUST001165,2026-01-29,2905.51,Returned,Bank Transfer,Spain,20
ORD00002224,CUST000858,2025-07-06,1554.29,Cancelled,Bank Transfer,USA,10
ORD00002225,CUST000247,2026-02-10,-41.79,Pending,Credit Card,Australia,15
ORD00002226,CUST000161,2025-09-09,4207.64,Cancelled,PayPal,USA,25
ORD00002227,CUST000610,2025-11-29,900.87,Cancelled,Credit Card,France,25
ORD00002228,CUST000164,2026-02-11,4181.6,Delivered,Bank Transfer,UK,20
ORD00002229,CUST001101,2025-06-04,4081.07,Delivered,PayPal,France,25
ORD00002230,CUST000861,2026-02-12,1064.45,Returned,PayPal,Germany,15
ORD00002231,CUST001978,2025-04-03,1790.81,Delivered,Debit Card,Canada,25
ORD00002232,CUST000008,2025-09-23,360.96,Shipped,PayPal,Spain,5
ORD00002233,CUST001342,2025-06-24,3906.54,Cancelled,PayPal,Spain,0
ORD00002234,CUST000407,2025-09-04,4778.26,Pending,PayPal,USA,20
ORD00002235,CUST001107,2026-02-05,2042.57,Pending,PayPal,Canada,15
ORD00002236,CUST001344,2025-12-28,858.94,Returned,Bank Transfer,USA,5
ORD00002237,CUST001711,2026-02-03,449.67,Shipped,Bank Transfer,Australia,15
ORD00002238,CUST001838,2025-12-06,395.49,Pending,PayPal,Germany,5
ORD00002239,CUST001099,2025-08-31,2753.1,Pending,Credit Card,Spain,5
ORD00002240,CUST000813,2025-12-17,4953.91,Returned,PayPal,Australia,20
ORD00002241,CUST000291,2025-02-21,293.83,Shipped,Bank Transfer,Canada,15
ORD00002242,CUST000780,2025-02-19,3143.34,Pending,Credit Card,Spain,15
ORD00002243,CUST000430,2026-01-27,2500.22,Delivered,Debit Card,Germany,0
ORD00002244,CUST001343,2025-03-02,410.88,Pending,Bank Transfer,USA,20
ORD00002245,,2025-12-23,4611.89,Returned,Credit Card,Italy,0
ORD00002246,CUST000150,2025-03-24,2749.12,Returned,Debit Card,Italy,15
ORD00002247,CUST001074,2025-07-24,4647.28,Cancelled,Bank Transfer,Germany,25
ORD00002248,CUST001501,2026-01-29,1446.45,Cancelled,Credit Card,Australia,0
ORD00002249,,2025-07-15,4821.69,Shipped,Credit Card,UK,25
ORD00002250,CUST000372,2025-12-26,-40.21,Delivered,Bank Transfer,USA,10
ORD00002251,CUST001249,2025-05-11,4714.19,Cancelled,Bank Transfer,Italy,5
ORD00002252,CUST000122,2025-07-23,2967.95,Delivered,PayPal,Italy,20
ORD00002253,CUST001909,2025-05-23,2622.56,Pending,Credit Card,USA,15
ORD00002254,CUST000946,2025-09-15,3193.56,Shipped,PayPal,UK,10
ORD00002255,CUST001913,2025-04-19,2347.61,Shipped,Bank Transfer,UK,5
ORD00002256,CUST001553,2026-01-13,3628.2,Returned,PayPal,Canada,15
ORD00002257,CUST000477,2025-06-09,3303.78,Shipped,PayPal,France,10
ORD00002258,CUST001145,2026-01-28,1672.77,Returned,Credit Card,Spain,0
ORD00002259,CUST001679,2026-01-06,2973.25,Returned,PayPal,France,15
ORD00002260,CUST000252,2026-02-11,3007.82,Returned,PayPal,Australia,25
ORD00002261,CUST001261,2025-11-03,1055.36,Delivered,PayPal,USA,15
ORD00002262,CUST001061,2025-05-14,4113.79,Shipped,Credit Card,Spain,25
ORD00002263,,2025-03-14,4035.02,Cancelled,PayPal,UK,25
ORD00002264,CUST000752,2025-06-10,1907.51,Shipped,Credit Card,Australia,5
ORD00002265,CUST001706,2025-06-18,219.31,Cancelled,Debit Card,Germany,20
ORD00002266,CUST000863,2025-07-31,407.66,Cancelled,PayPal,Australia,5
ORD00002267,CUST001217,2025-08-12,3247.51,Pending,Credit Card,Australia,10
ORD00002268,CUST001143,2025-09-13,3285.96,Cancelled,Debit Card,Canada,25
ORD00002269,CUST000298,2025-07-23,3144.08,Returned,PayPal,UK,0
ORD00002270,CUST001729,2025-09-02,2247.95,Delivered,Debit Card,USA,25
ORD00002271,CUST001390,2026-01-08,951.57,Cancelled,Debit Card,Canada,0
ORD00002272,CUST001346,2025-11-27,4689.25,Shipped,Debit Card,USA,0
ORD00002273,CUST001763,2025-09-15,119.01,Shipped,PayPal,Spain,0
ORD00002274,CUST000860,2025-12-14,-56.78,Pending,Bank Transfer,UK,25
ORD00002275,CUST000797,2025-09-11,4838.79,Returned,Bank Transfer,Germany,20
ORD00002276,,2026-01-19,1440.96,Cancelled,PayPal,Canada,0
ORD00002277,CUST000056,2025-07-10,4853.73,Returned,Debit Card,Canada,25
ORD00002278,CUST001575,2026-01-04,2339.49,Pending,PayPal,Spain,15
ORD00002279,CUST001080,2025-04-13,1406.15,Pending,Debit Card,Spain,0
ORD00002280,CUST000959,2026-02-04,1919.71,Shipped,PayPal,USA,0
ORD00002281,CUST000091,2025-06-26,610.73,Delivered,Bank Transfer,USA,15
ORD00002282,CUST001997,2025-06-24,3300.02,Pending,PayPal,Canada,15
ORD00002283,CUST000045,2025-05-03,3937.97,Pending,Credit Card,Spain,25
ORD00002284,,2025-06-16,749.38,Delivered,Bank Transfer,Germany,5
ORD00002285,CUST001502,2025-07-17,4854.33,Delivered,Credit Card,Australia,20
ORD00002286,CUST001907,2025-06-13,1958.3,Cancelled,PayPal,France,5
ORD00002287,CUST000689,2025-09-05,2852.82,Pending,Credit Card,Spain,25
ORD00002288,CUST000258,2026-01-05,1613.94,Pending,Credit Card,Italy,10
ORD00002289,CUST001832,2025-11-25,1878.92,Returned,Debit Card,Canada,5
ORD00002290,CUST000370,2025-09-22,4649.28,Pending,Credit Card,Germany,5
ORD00002291,CUST001246,2025-11-10,599.82,Delivered,Bank Transfer,Italy,20
ORD00002292,CUST001440,2025-12-23,2837.81,Delivered,Debit Card,USA,5
ORD00002293,CUST001157,2025-08-25,1155.18,Delivered,Credit Card,UK,10
ORD00002294,CUST001241,2025-10-22,1631.88,Shipped,Credit Card,USA,10
ORD00002295,,2025-07-08,3690.88,Cancelled,Credit Card,USA,5
ORD00002296,CUST000493,2025-09-29,3358.96,Shipped,Debit Card,UK,20
ORD00002297,CUST000399,2025-03-30,699.65,Returned,PayPal,France,25
ORD00002298,,2026-01-19,4728.69,Shipped,Credit Card,USA,10
ORD00002299,CUST001607,2026-01-26,292.72,Cancelled,Debit Card,UK,10
ORD00002300,CUST001887,2025-05-25,3298.13,Shipped,Credit Card,USA,10
ORD00002301,CUST001978,2025-02-22,3598.98,Delivered,Bank Transfer,Spain,25
ORD00002302,CUST000595,2025-05-25,1139.25,Delivered,PayPal,UK,5
ORD00002303,CUST000994,2025-05-10,3415.34,Delivered,Bank Transfer,Spain,25
ORD00002304,CUST000150,2025-03-16,826.4,Shipped,Bank Transfer,Italy,15
ORD00002305,CUST001427,2025-05-01,3530.91,Delivered,Debit Card,Germany,10
ORD00002306,CUST000242,2025-05-12,995.9,Cancelled,Debit Card,Germany,10
ORD00002307,CUST000802,2025-03-13,4661.21,Delivered,Credit Card,USA,10
ORD00002308,CUST001048,2025-04-20,1299.87,Returned,PayPal,UK,25
ORD00002309,CUST001509,2025-07-10,4330.59,Shipped,PayPal,Canada,5
ORD00002310,CUST000701,2025-04-20,4826.45,Cancelled,Debit Card,UK,15
ORD00002311,CUST001404,2025-04-05,-38.63,Shipped,Bank Transfer,Germany,0
ORD00002312,CUST001751,2025-09-11,993.95,Shipped,PayPal,Australia,20
ORD00002313,CUST001874,2026-01-14,495.32,Returned,Debit Card,Spain,15
ORD00002314,CUST000337,2025-10-15,2459.04,Pending,Bank Transfer,Australia,10
ORD00002315,CUST001874,2025-02-18,-95.18,Delivered,Bank Transfer,Australia,20
ORD00002316,CUST001379,2025-05-02,4590.14,Delivered,Bank Transfer,Canada,10
ORD00002317,CUST000604,2025-02-23,2773.02,Cancelled,Bank Transfer,Germany,10
ORD00002318,CUST000744,2025-08-19,2902.99,Shipped,Debit Card,Spain,5
ORD00002319,CUST000226,2025-07-11,2270.44,Cancelled,Credit Card,Italy,15
ORD00002320,CUST001296,2025-03-11,24.04,Shipped,Debit Card,Germany,5
ORD00002321,CUST000767,2025-02-24,1789.94,Returned,Credit Card,France,25
ORD00002322,CUST000741,2025-04-17,2278.52,Cancelled,Bank Transfer,Spain,10
ORD00002323,CUST000290,2025-04-29,2711.94,Returned,Debit Card,UK,5
ORD00002324,CUST001182,2025-05-15,4824.89,Shipped,Credit Card,Germany,0
ORD00002325,CUST001273,2025-11-25,308.14,Pending,Debit Card,Canada,25
ORD00002326,CUST000477,2025-06-10,4859.71,Returned,PayPal,USA,0
ORD00002327,CUST001218,2026-02-04,517.92,Returned,Bank Transfer,Italy,10
ORD00002328,,2025-06-24,2041.9,Pending,Credit Card,France,10
ORD00002329,CUST001367,2025-04-05,4031.09,Shipped,PayPal,Australia,20
ORD00002330,CUST001467,2025-09-19,455.23,Pending,Bank Transfer,France,25
ORD00002331,CUST001290,2026-02-07,2383.49,Cancelled,PayPal,Canada,10
ORD00002332,CUST000512,2025-07-04,3538.7,Returned,Credit Card,Italy,20
ORD00002333,CUST001725,2025-10-08,4151.98,Shipped,PayPal,Australia,10
ORD00002334,CUST001033,2025-03-05,2806.91,Pending,Credit Card,Australia,20
ORD00002335,CUST000988,2025-09-14,3077.75,Returned,PayPal,Spain,5
ORD00002336,CUST001081,2025-02-28,4581.07,Returned,Bank Transfer,Australia,0
ORD00002337,CUST000892,2025-04-07,-76.04,Cancelled,PayPal,France,5
ORD00002338,CUST001067,2025-07-24,3741.99,Delivered,Credit Card,Italy,20
ORD00002339,CUST000177,2025-10-21,3993.09,Shipped,Credit Card,Canada,25
ORD00002340,CUST000705,2025-11-19,4518.02,Pending,Credit Card,Australia,5
ORD00002341,CUST000970,2025-06-08,2023.04,Cancelled,Bank Transfer,UK,10
ORD00002342,CUST000710,2025-11-17,1584.86,Delivered,Bank Transfer,Spain,0
ORD00002343,CUST001843,2026-02-05,3006.02,Cancelled,PayPal,UK,25
ORD00002344,CUST001876,2025-05-10,78.0,Cancelled,PayPal,Italy,10
ORD00002345,CUST001732,2025-10-19,4425.19,Returned,Credit Card,France,5
ORD00002346,CUST000335,2025-10-21,2079.11,Cancelled,Debit Card,France,20
ORD00002347,CUST000143,2025-03-20,4928.25,Returned,PayPal,Australia,5
ORD00002348,CUST000010,2025-03-09,939.39,Delivered,Credit Card,Italy,20
ORD00002349,CUST001507,2025-09-08,793.35,Cancelled,PayPal,UK,5
ORD00002350,CUST001094,2025-10-19,1066.01,Delivered,Debit Card,Canada,25
ORD00002351,CUST001866,2025-02-21,4867.7,Returned,PayPal,Germany,25
ORD00002352,CUST000412,2025-03-20,4603.83,Returned,Bank Transfer,France,20
ORD00002353,CUST000590,2025-07-26,1768.08,Cancelled,Credit Card,France,10
ORD00002354,CUST001591,2025-05-10,2111.73,Cancelled,Bank Transfer,Germany,0
ORD00002355,CUST001445,2025-07-07,4555.92,Returned,Bank Transfer,USA,0
ORD00002356,CUST001649,2025-07-15,3505.94,Pending,PayPal,France,15
ORD00002357,CUST000932,2025-11-20,696.75,Delivered,PayPal,USA,25
ORD00002358,CUST000265,2025-09-30,3037.32,Pending,PayPal,France,20
ORD00002359,CUST000615,2025-05-29,4066.32,Shipped,Debit Card,USA,0
ORD00002360,CUST000213,2025-05-01,3134.22,Pending,Bank Transfer,France,20
ORD00002361,CUST001953,2025-10-11,1948.23,Pending,Credit Card,Germany,25
ORD00002362,CUST000471,2025-06-29,2088.86,Delivered,Debit Card,UK,5
ORD00002363,CUST001468,2025-06-01,3988.14,Cancelled,Bank Transfer,Italy,20
ORD00002364,CUST001031,2025-05-03,3582.5,Shipped,Credit Card,France,5
ORD00002365,CUST001209,2025-05-29,648.96,Pending,Credit Card,Spain,15
ORD00002366,CUST001424,2025-11-20,3213.21,Delivered,PayPal,France,5
ORD00002367,CUST001640,2025-08-28,4588.2,Cancelled,Bank Transfer,Germany,25
ORD00002368,CUST000542,2025-03-29,4466.78,Delivered,Bank Transfer,Spain,20
ORD00002369,CUST000255,2025-12-08,1030.72,Pending,Bank Transfer,Italy,0
ORD00002370,CUST000853,2025-12-07,4104.57,Returned,Debit Card,UK,25
ORD00002371,CUST000008,2025-10-29,4703.58,Shipped,Bank Transfer,Spain,25
ORD00002372,CUST001608,2025-06-12,1066.32,Shipped,Debit Card,Spain,0
ORD00002373,CUST001572,2025-10-23,-51.52,Cancelled,Credit Card,USA,10
ORD00002374,CUST000747,2025-10-14,2947.25,Cancelled,PayPal,Spain,5
ORD00002375,CUST001938,2025-08-01,3264.12,Cancelled,PayPal,Italy,5
ORD00002376,CUST001292,2025-04-09,595.02,Pending,PayPal,France,20
ORD00002377,CUST001564,2025-06-14,3446.38,Pending,Credit Card,France,20
ORD00002378,CUST000180,2025-07-10,3763.27,Pending,Credit Card,Australia,10
ORD00002379,CUST000740,2025-05-19,-25.32,Cancelled,PayPal,USA,0
ORD00002380,CUST001755,2025-03-04,2646.5,Pending,PayPal,Germany,20
ORD00002381,CUST000590,2025-06-14,2929.44,Pending,Bank Transfer,Canada,15
ORD00002382,CUST001963,2025-04-24,1333.23,Shipped,Bank Transfer,USA,0
ORD00002383,CUST001285,2025-12-24,1715.35,Cancelled,Bank Transfer,Italy,5
ORD00002384,CUST001597,2025-05-12,2638.98,Returned,Credit Card,Canada,5
ORD00002385,CUST000784,2025-07-12,4386.7,Delivered,PayPal,France,10
ORD00002386,CUST000719,2025-05-05,3291.27,Pending,Debit Card,Australia,20
ORD00002387,CUST000150,2026-01-20,423.74,Shipped,Debit Card,Italy,15
ORD00002388,CUST000647,2025-02-19,1811.2,Pending,Credit Card,Canada,10
ORD00002389,CUST001998,2025-06-04,696.92,Returned,Bank Transfer,France,5
ORD00002390,CUST001232,2025-07-23,1317.93,Shipped,Debit Card,Australia,0
ORD00002391,CUST001177,2025-09-25,1595.44,Shipped,Debit Card,Canada,0
ORD00002392,CUST001078,2025-12-19,3394.38,Returned,Bank Transfer,Italy,25
ORD00002393,CUST000335,2025-08-21,91.1,Pending,Credit Card,Germany,5
ORD00002394,,2025-11-04,1941.96,Returned,PayPal,Canada,15
ORD00002395,,2025-12-17,1200.03,Shipped,Credit Card,USA,0
ORD00002396,CUST000476,2025-08-10,1413.26,Returned,Debit Card,Italy,25
ORD00002397,CUST000086,2025-10-09,1811.5,Returned,PayPal,Germany,0
ORD00002398,CUST000528,2025-12-21,1585.38,Delivered,PayPal,Italy,5
ORD00002399,CUST001753,2025-10-29,4807.88,Cancelled,Debit Card,Canada,10
ORD00002400,CUST001316,2025-04-02,875.29,Delivered,PayPal,UK,10
ORD00002401,CUST000193,2025-09-14,3172.73,Cancelled,PayPal,Italy,5
ORD00002402,CUST001733,2025-06-14,2375.11,Pending,Debit Card,France,15
ORD00002403,CUST000227,2025-08-15,4911.34,Shipped,PayPal,USA,25
ORD00002404,CUST001988,2025-12-05,3580.28,Shipped,Credit Card,Italy,10
ORD00002405,CUST001021,2025-05-05,4033.02,Delivered,PayPal,Spain,10
ORD00002406,CUST000894,2025-06-02,2161.78,Shipped,PayPal,USA,25
ORD00002407,CUST001261,2025-04-09,4432.27,Cancelled,PayPal,Australia,25
ORD00002408,CUST001163,2025-05-18,4378.76,Returned,Debit Card,Spain,0
ORD00002409,CUST001013,2025-06-29,1921.79,Cancelled,Bank Transfer,Italy,15
ORD00002410,CUST000637,2025-02-19,3561.94,Shipped,Credit Card,France,25
ORD00002411,CUST000602,2025-09-01,1064.95,Pending,PayPal,Germany,10
ORD00002412,CUST001484,2025-10-08,4467.16,Delivered,Credit Card,Spain,10
ORD00002413,CUST000718,2025-04-20,1511.66,Pending,PayPal,USA,0
ORD00002414,CUST000722,2025-10-21,1455.43,Cancelled,Bank Transfer,Italy,20
ORD00002415,CUST001710,2025-06-18,444.96,Returned,Bank Transfer,Italy,20
ORD00002416,CUST000681,2025-02-18,3837.27,Pending,Bank Transfer,Germany,0
ORD00002417,CUST001467,2025-11-02,315.3,Shipped,Credit Card,Germany,25
ORD00002418,CUST000534,2025-12-17,2593.64,Returned,Bank Transfer,Australia,5
ORD00002419,CUST000752,2025-12-22,4532.6,Returned,Debit Card,Australia,5
ORD00002420,CUST001676,2025-12-26,3371.69,Shipped,Debit Card,Germany,25
ORD00002421,CUST000007,2025-03-14,28.1,Pending,Debit Card,USA,0
ORD00002422,CUST000538,2025-12-25,2867.76,Cancelled,Bank Transfer,Spain,15
ORD00002423,CUST000999,2025-09-15,2909.85,Pending,Bank Transfer,Australia,15
ORD00002424,CUST001109,2026-01-23,4428.87,Pending,Debit Card,UK,10
ORD00002425,CUST000285,2025-02-16,-94.9,Pending,Bank Transfer,Australia,5
ORD00002426,CUST000898,2026-01-15,3792.09,Delivered,Credit Card,Canada,5
ORD00002427,CUST000287,2025-03-19,1378.97,Pending,Bank Transfer,France,5
ORD00002428,CUST001581,2025-04-10,4739.53,Cancelled,PayPal,USA,0
ORD00002429,CUST001142,2025-12-16,20.97,Pending,Debit Card,Canada,20
ORD00002430,CUST000283,2025-05-26,1218.93,Pending,Debit Card,UK,20
ORD00002431,CUST000099,2025-06-28,314.18,Shipped,Credit Card,Canada,15
ORD00002432,CUST001828,2025-04-22,777.52,Returned,Debit Card,USA,20
ORD00002433,CUST001291,2025-05-24,4111.65,Cancelled,PayPal,Spain,10
ORD00002434,CUST001480,2025-12-21,1054.22,Shipped,Bank Transfer,Italy,0
ORD00002435,CUST001765,2025-09-26,4161.36,Shipped,Bank Transfer,Germany,25
ORD00002436,CUST001049,2025-12-03,3685.89,Cancelled,Credit Card,Australia,15
ORD00002437,CUST001921,2025-06-28,1685.35,Delivered,PayPal,Canada,10
ORD00002438,CUST000595,2025-11-01,3684.12,Delivered,PayPal,UK,10
ORD00002439,CUST000614,2025-04-15,4145.14,Pending,Bank Transfer,France,25
ORD00002440,CUST000684,2025-05-08,2996.98,Delivered,Credit Card,Spain,20
ORD00002441,CUST001537,2025-10-06,1233.28,Shipped,Credit Card,Italy,10
ORD00002442,CUST000184,2026-01-04,3044.99,Pending,Bank Transfer,USA,0
ORD00002443,CUST000650,2025-07-19,1495.87,Pending,PayPal,USA,10
ORD00002444,CUST000273,2025-08-10,2256.04,Delivered,PayPal,UK,20
ORD00002445,CUST001886,2025-03-12,2866.44,Cancelled,PayPal,Australia,0
ORD00002446,CUST001983,2025-11-06,409.96,Delivered,Bank Transfer,UK,15
